year ,stream,sem,Course code ,Course,CO,CO Description,yr+stream+ course,course+co+ code
3rd,CSE,5th ,21IPR57,Research Methodology & Intellectual Property Right,CO2,Understand the analytical tools for the analysis and interpretation of data.,3rd 5th  21IPR57 Research Methodology & Intellectual Property Right,Research Methodology & Intellectual Property Right-CO2[Understand the analytical tools for the analysis and interpretation of data.](21IPR57)
3rd,CSE,5th ,21IPR57,Research Methodology & Intellectual Property Right,CO3,Understand the research ethics and adhere to ethical norms in the research process.,3rd 5th  21IPR57 Research Methodology & Intellectual Property Right,Research Methodology & Intellectual Property Right-CO3[Understand the research ethics and adhere to ethical norms in the research process.](21IPR57)
3rd,CSE,5th ,21IPR57,Research Methodology & Intellectual Property Right,CO4,"Illustrate the significance of Intellectual property rights and of research projects for
economic growth and social benefits.",3rd 5th  21IPR57 Research Methodology & Intellectual Property Right,"Research Methodology & Intellectual Property Right-CO4[Illustrate the significance of Intellectual property rights and of research projects for
economic growth and social benefits.](21IPR57)"
3rd,CSE,5th ,21IPR57,Research Methodology & Intellectual Property Right,CO5,"Demonstrate the copyright laws, subject matters of copyrights and Trademarks.",3rd 5th  21IPR57 Research Methodology & Intellectual Property Right,"Research Methodology & Intellectual Property Right-CO5[Demonstrate the copyright laws, subject matters of copyrights and Trademarks.](21IPR57)"
3rd,RA,5th ,21AR57 ,RESEARCH METHODOLOGY & INTELLECTUAL PROPERTY RIGHTS ,CO1,Comprehend the process of research methodology to define a research problem. ,3rd 5th  21AR57  RESEARCH METHODOLOGY & INTELLECTUAL PROPERTY RIGHTS ,RESEARCH METHODOLOGY & INTELLECTUAL PROPERTY RIGHTS -CO1[Comprehend the process of research methodology to define a research problem. ](21AR57 )
3rd,RA,5th ,21AR57 ,RESEARCH METHODOLOGY & INTELLECTUAL PROPERTY RIGHTS ,CO2,Understand the analytical tools for the analysis and interpretation of data.  ,3rd 5th  21AR57  RESEARCH METHODOLOGY & INTELLECTUAL PROPERTY RIGHTS ,RESEARCH METHODOLOGY & INTELLECTUAL PROPERTY RIGHTS -CO2[Understand the analytical tools for the analysis and interpretation of data.  ](21AR57 )
3rd,RA,5th ,21AR57,RESEARCH METHODOLOGY & INTELLECTUAL PROPERTY RIGHTS ,CO3,Understand the research ethics and adhere to ethical norms in the research process. ,3rd 5th  21AR57 RESEARCH METHODOLOGY & INTELLECTUAL PROPERTY RIGHTS ,RESEARCH METHODOLOGY & INTELLECTUAL PROPERTY RIGHTS -CO3[Understand the research ethics and adhere to ethical norms in the research process. ](21AR57)
3rd,RA,5th ,21AR57,RESEARCH METHODOLOGY & INTELLECTUAL PROPERTY RIGHTS ,CO4,Illustrate the significance of Intellectual property rights and of research projects for economic growth and social benefits. ,3rd 5th  21AR57 RESEARCH METHODOLOGY & INTELLECTUAL PROPERTY RIGHTS ,RESEARCH METHODOLOGY & INTELLECTUAL PROPERTY RIGHTS -CO4[Illustrate the significance of Intellectual property rights and of research projects for economic growth and social benefits. ](21AR57)
3rd,RA,5th ,21AR57,RESEARCH METHODOLOGY & INTELLECTUAL PROPERTY RIGHTS ,CO5,"Demonstrate the copyright laws, subject matters of copyrights and Trademarks. ",3rd 5th  21AR57 RESEARCH METHODOLOGY & INTELLECTUAL PROPERTY RIGHTS ,"RESEARCH METHODOLOGY & INTELLECTUAL PROPERTY RIGHTS -CO5[Demonstrate the copyright laws, subject matters of copyrights and Trademarks. ](21AR57)"
3rd,ECE,5th ,21EC57,Research Methodology & Intellectual Property Rights ,CO1,Comprehend the process of research methodology to define a research problem.,3rd 5th  21EC57 Research Methodology & Intellectual Property Rights ,Research Methodology & Intellectual Property Rights -CO1[Comprehend the process of research methodology to define a research problem.](21EC57)
3rd,ECE,5th ,21EC57,Research Methodology & Intellectual Property Rights ,CO2,Understand the analytical tools for the analysis and interpretation of data.,3rd 5th  21EC57 Research Methodology & Intellectual Property Rights ,Research Methodology & Intellectual Property Rights -CO2[Understand the analytical tools for the analysis and interpretation of data.](21EC57)
3rd,ECE,5th ,21EC57,Research Methodology & Intellectual Property Rights ,CO3,Understand the research ethics and adhere to ethical norms in the research process.,3rd 5th  21EC57 Research Methodology & Intellectual Property Rights ,Research Methodology & Intellectual Property Rights -CO3[Understand the research ethics and adhere to ethical norms in the research process.](21EC57)
3rd,ECE,5th ,21EC57,Research Methodology & Intellectual Property Rights ,CO4,Illustrate the significance of Intellectual property rights and of research projects for economic growth and social benefits.,3rd 5th  21EC57 Research Methodology & Intellectual Property Rights ,Research Methodology & Intellectual Property Rights -CO4[Illustrate the significance of Intellectual property rights and of research projects for economic growth and social benefits.](21EC57)
3rd,ECE,5th ,21EC57,Research Methodology & Intellectual Property Rights ,CO5,"Demonstrate the copyright laws, subject matters of copyrights and Trademarks.",3rd 5th  21EC57 Research Methodology & Intellectual Property Rights ,"Research Methodology & Intellectual Property Rights -CO5[Demonstrate the copyright laws, subject matters of copyrights and Trademarks.](21EC57)"
3rd,ME,5th ,21ME57 ,RESEARCH METHODOLOGY & INTELLECTUAL PROPERTY RIGHTS ,CO1,Comprehend the process of research methodology to define a research problem. ,3rd 5th  21ME57  RESEARCH METHODOLOGY & INTELLECTUAL PROPERTY RIGHTS ,RESEARCH METHODOLOGY & INTELLECTUAL PROPERTY RIGHTS -CO1[Comprehend the process of research methodology to define a research problem. ](21ME57 )
3rd,ME,5th ,21ME57 ,RESEARCH METHODOLOGY & INTELLECTUAL PROPERTY RIGHTS ,CO2,Understand the analytical tools for the analysis and interpretation of data.  ,3rd 5th  21ME57  RESEARCH METHODOLOGY & INTELLECTUAL PROPERTY RIGHTS ,RESEARCH METHODOLOGY & INTELLECTUAL PROPERTY RIGHTS -CO2[Understand the analytical tools for the analysis and interpretation of data.  ](21ME57 )
3rd,ME,5th ,21ME57,RESEARCH METHODOLOGY & INTELLECTUAL PROPERTY RIGHTS ,CO3,Understand the research ethics and adhere to ethical norms in the research process. ,3rd 5th  21ME57 RESEARCH METHODOLOGY & INTELLECTUAL PROPERTY RIGHTS ,RESEARCH METHODOLOGY & INTELLECTUAL PROPERTY RIGHTS -CO3[Understand the research ethics and adhere to ethical norms in the research process. ](21ME57)
3rd,ME,5th ,21ME57,RESEARCH METHODOLOGY & INTELLECTUAL PROPERTY RIGHTS ,CO4,Illustrate the significance of Intellectual property rights and of research projects for economic growth and social benefits. ,3rd 5th  21ME57 RESEARCH METHODOLOGY & INTELLECTUAL PROPERTY RIGHTS ,RESEARCH METHODOLOGY & INTELLECTUAL PROPERTY RIGHTS -CO4[Illustrate the significance of Intellectual property rights and of research projects for economic growth and social benefits. ](21ME57)
3rd,ME,5th ,21ME57,RESEARCH METHODOLOGY & INTELLECTUAL PROPERTY RIGHTS ,CO5,"Demonstrate the copyright laws, subject matters of copyrights and Trademarks. ",3rd 5th  21ME57 RESEARCH METHODOLOGY & INTELLECTUAL PROPERTY RIGHTS ,"RESEARCH METHODOLOGY & INTELLECTUAL PROPERTY RIGHTS -CO5[Demonstrate the copyright laws, subject matters of copyrights and Trademarks. ](21ME57)"
3rd,AIML,5th ,21IPR57,"Research Methodology and Intellectual Property
Rights",CO1,Comprehend the process of research methodology to define a research problem.,"3rd 5th  21IPR57 Research Methodology and Intellectual Property
Rights","Research Methodology and Intellectual Property
Rights-CO1[Comprehend the process of research methodology to define a research problem.](21IPR57)"
3rd,AIML,5th ,21IPR57,"Research Methodology and Intellectual Property
Rights",CO2,Understand the analytical tools for the analysis and interpretation of data.,"3rd 5th  21IPR57 Research Methodology and Intellectual Property
Rights","Research Methodology and Intellectual Property
Rights-CO2[Understand the analytical tools for the analysis and interpretation of data.](21IPR57)"
3rd,AIML,5th ,21IPR57,"Research Methodology and Intellectual Property
Rights",CO3,Understand the research ethics and adhere to ethical norms in the research process.,"3rd 5th  21IPR57 Research Methodology and Intellectual Property
Rights","Research Methodology and Intellectual Property
Rights-CO3[Understand the research ethics and adhere to ethical norms in the research process.](21IPR57)"
3rd,AIML,5th ,21IPR57,"Research Methodology and Intellectual Property
Rights",CO4,"Illustrate the significance of Intellectual property rights and of research projects for economic
growth and social benefits.","3rd 5th  21IPR57 Research Methodology and Intellectual Property
Rights","Research Methodology and Intellectual Property
Rights-CO4[Illustrate the significance of Intellectual property rights and of research projects for economic
growth and social benefits.](21IPR57)"
3rd,AIML,5th ,21IPR57,"Research Methodology and Intellectual Property
Rights",CO5,"Demonstrate the copyright laws, subject matters of copyrights and Trademarks.","3rd 5th  21IPR57 Research Methodology and Intellectual Property
Rights","Research Methodology and Intellectual Property
Rights-CO5[Demonstrate the copyright laws, subject matters of copyrights and Trademarks.](21IPR57)"
3rd,ISE,5th ,21IPR57,RESEARCH METHODOLOGY and INTELLECTUAL PROPERTY RIGHTS,CO1,Comprehend the process of research methodology to define a research problem.,3rd 5th  21IPR57 RESEARCH METHODOLOGY and INTELLECTUAL PROPERTY RIGHTS,RESEARCH METHODOLOGY and INTELLECTUAL PROPERTY RIGHTS-CO1[Comprehend the process of research methodology to define a research problem.](21IPR57)
3rd,ISE,5th ,21IPR57,RESEARCH METHODOLOGY and INTELLECTUAL PROPERTY RIGHTS,CO2,Understand the analytical tools for the analysis and interpretation of data.,3rd 5th  21IPR57 RESEARCH METHODOLOGY and INTELLECTUAL PROPERTY RIGHTS,RESEARCH METHODOLOGY and INTELLECTUAL PROPERTY RIGHTS-CO2[Understand the analytical tools for the analysis and interpretation of data.](21IPR57)
3rd,ISE,5th ,21IPR57,RESEARCH METHODOLOGY and INTELLECTUAL PROPERTY RIGHTS,CO3,Understand the research ethics and adhere to ethical norms in the research process.,3rd 5th  21IPR57 RESEARCH METHODOLOGY and INTELLECTUAL PROPERTY RIGHTS,RESEARCH METHODOLOGY and INTELLECTUAL PROPERTY RIGHTS-CO3[Understand the research ethics and adhere to ethical norms in the research process.](21IPR57)
3rd,ISE,5th ,21IPR57,RESEARCH METHODOLOGY and INTELLECTUAL PROPERTY RIGHTS,CO4,Illustrate the significance of Intellectual property rights and of research projects for economic growth and social benefits.,3rd 5th  21IPR57 RESEARCH METHODOLOGY and INTELLECTUAL PROPERTY RIGHTS,RESEARCH METHODOLOGY and INTELLECTUAL PROPERTY RIGHTS-CO4[Illustrate the significance of Intellectual property rights and of research projects for economic growth and social benefits.](21IPR57)
3rd,ISE,5th ,21IPR57,RESEARCH METHODOLOGY and INTELLECTUAL PROPERTY RIGHTS,CO5,"Demonstrate the copyright laws, subject matters of copyrights and Trademarks.",3rd 5th  21IPR57 RESEARCH METHODOLOGY and INTELLECTUAL PROPERTY RIGHTS,"RESEARCH METHODOLOGY and INTELLECTUAL PROPERTY RIGHTS-CO5[Demonstrate the copyright laws, subject matters of copyrights and Trademarks.](21IPR57)"
3rd,RA,5th ,21AR63 ,ROBOT DESIGN AND PROGRAMMING,CO1,"Determine bending stress, shear stress and design of simple machine components subjected to static loading conditions for different material properties. ",3rd 5th  21AR63  ROBOT DESIGN AND PROGRAMMING,"ROBOT DESIGN AND PROGRAMMING-CO1[Determine bending stress, shear stress and design of simple machine components subjected to static loading conditions for different material properties. ](21AR63 )"
3rd,RA,5th ,21AR63 ,ROBOT DESIGN AND PROGRAMMING,CO2,"Analyse the stresses in differernt types of springs, belt and Wire ropes. ",3rd 5th  21AR63  ROBOT DESIGN AND PROGRAMMING,"ROBOT DESIGN AND PROGRAMMING-CO2[Analyse the stresses in differernt types of springs, belt and Wire ropes. ](21AR63 )"
3rd,RA,5th ,21AR63,ROBOT DESIGN AND PROGRAMMING,CO3,Analyse Spur and Bevel gears for the safety of the design. ,3rd 5th  21AR63 ROBOT DESIGN AND PROGRAMMING,ROBOT DESIGN AND PROGRAMMING-CO3[Analyse Spur and Bevel gears for the safety of the design. ](21AR63)
3rd,RA,5th ,21AR63,ROBOT DESIGN AND PROGRAMMING,CO4,Understand the different methods of Robot Programming. ,3rd 5th  21AR63 ROBOT DESIGN AND PROGRAMMING,ROBOT DESIGN AND PROGRAMMING-CO4[Understand the different methods of Robot Programming. ](21AR63)
3rd,RA,5th ,21AR63,ROBOT DESIGN AND PROGRAMMING,CO5,Understand the structure of a robot language. ,3rd 5th  21AR63 ROBOT DESIGN AND PROGRAMMING,ROBOT DESIGN AND PROGRAMMING-CO5[Understand the structure of a robot language. ](21AR63)
3rd,RA,5th ,21AR53(A) ,ROBOT KINEMATICS AND DYNAMICS ,CO1,Analyze the relationship between mechanical structures of robots and their operational workspace characteristics. ,3rd 5th  21AR53(A)  ROBOT KINEMATICS AND DYNAMICS ,ROBOT KINEMATICS AND DYNAMICS -CO1[Analyze the relationship between mechanical structures of robots and their operational workspace characteristics. ](21AR53(A) )
3rd,RA,5th ,21AR53(A) ,ROBOT KINEMATICS AND DYNAMICS ,CO2,Analyze the forward kinematic analysis of robot manipulators. ,3rd 5th  21AR53(A)  ROBOT KINEMATICS AND DYNAMICS ,ROBOT KINEMATICS AND DYNAMICS -CO2[Analyze the forward kinematic analysis of robot manipulators. ](21AR53(A) )
3rd,RA,5th ,21AR53(A) ,ROBOT KINEMATICS AND DYNAMICS ,CO3,Analyze the inverse kinematics of simple robot manipulators. ,3rd 5th  21AR53(A)  ROBOT KINEMATICS AND DYNAMICS ,ROBOT KINEMATICS AND DYNAMICS -CO3[Analyze the inverse kinematics of simple robot manipulators. ](21AR53(A) )
3rd,RA,5th ,21AR53(A) ,ROBOT KINEMATICS AND DYNAMICS ,CO4,Analyze the dynamic analysis of robot manipulators. ,3rd 5th  21AR53(A)  ROBOT KINEMATICS AND DYNAMICS ,ROBOT KINEMATICS AND DYNAMICS -CO4[Analyze the dynamic analysis of robot manipulators. ](21AR53(A) )
